Pillar,Category,Level Description,Level,Impact,DDMType,Topic,Ml-MOT Flag,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Type,CTAButtonTitle,Region,Frequency,Periodicity,Total iterations,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Marketplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Community,Contribute,Middle circle,2,,Maintenance,,,351,,Book dinner out,Plan meals out together with friends and family.,Set aside time once a month to spend time with friends and family by having a meal out together and start forming a habit of quality spending time with loved ones.,,Sign me up,UK,monthly,6 months,6,Open Table,https://www.opentable.co.uk/,All,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,Open Table,Company,https://www.opentable.co.uk/,Online,N/A,Paid,Yes (NSU),Direct,,,1.7,https://uk.trustpilot.com/review/www.opentable.co.uk,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Contribute,Outer circle,3,1,Development,"Hobby,Something New,Arts",Y,352,353,Support the arts,Ways you can support your local arts community.,"Find out how to support arts in your local community, knowing you are helping build a healthy, robust and diverse society.","When you think of some of the most culturally diverse and renowned cities on Earth, they all have one thing in common – communities with a healthy vibrant arts scene. From local galleries to life-size wall murals, a community full of art is a community full of culture.",Read,UK,,,,,,All,All,All,https://link.springer.com/article/10.1186/s12889-019-8109-y,,The Artling,Content writer,https://theartling.com/en/artzine/support-local-arts-community,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,MAC Art Galleries,Company,https://macfineart.com/how-you-can-support-your-local-art-community/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Soundwave Art,Content writer,https://soundwaveart.com/how-to-support-your-local-arts-community/,Online,N/A,Free,No,None,,,3.9,https://uk.trustpilot.com/review/soundwaveart.com,N/A,Annual,gap,Art UK,Charity,https://artuk.org/support-us/support-us,Online,N/A,Paid,??,None,,,2.6,https://uk.trustpilot.com/review/artuk.org,N/A,Annual,
Community,Contribute,Outer circle,3,,Maintenance,,,353,,Support the arts,Start by supporting your local art scene.,Sign up to start supporting your local art community by setting aside time every month to help build a habit of supporting your local artists.,,Sign me up,UK,monthly,6 months,6,Art UK,https://artuk.org/support-us/support-us,All,All,All,https://link.springer.com/article/10.1186/s12889-019-8109-y,,Art UK,Charity,https://artuk.org/support-us/support-us,Online,N/A,Paid,??,None,,,2.6,https://uk.trustpilot.com/review/artuk.org,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Contribute,Outer circle,3,3,Development,"Give Back,Good neighbour",Y,354,355,Neighbourly chat,Help look out for your elderly neighbours.,"Volunteer your time and energy to help older people live a happy, connected, and purposeful later life.","Over one million older people say they go more than a month without speaking to a friend, neighbour or family member. But small acts of kindness can create a big difference for you and others.",Read,UK,,,,,,0-69,All,All,https://www.sciencedirect.com/science/article/pii/S1877042814003140,,Careline,Charity,https://www.careline.co.uk/elderly-neighbours/,Online,N/A,Free,No,None,,,4.6,https://uk.trustpilot.com/review/www.careline.co.uk,N/A,Annual,Gap,National Careline,Charity,https://thenationalcareline.org/SafetyAtHome/CheckOnYourNeighbour,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Community Access Network,Charity,https://www.communityaccessnetwork.org/ways-to-check-in-on-your-neighbors/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Independent Age,Charity,https://www.independentage.org/get-involved/volunteering,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Contribute,Outer circle,3,,Maintenance,,,355,,Neighbourly chat,Spend some time looking after your neighbours.,Commit to spending time looking out for your neighbours a couple of times a week and create a habit of being there for your neighbours.,,Sign me up,UK,2 times a week,3 months,24,Independent Age,https://www.independentage.org/get-involved/volunteering,0-69,All,All,https://www.sciencedirect.com/science/article/pii/S1877042814003140,,Independent Age,Charity,https://www.independentage.org/get-involved/volunteering,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Middle circle,2,1,Development,"Give Back,Good neighbour",Y,356,357,Neighbourly chat,Make a difference by checking in on your neighbours.,"Check out our five simple tips for making a new connection in under five minutes, whether that’s with someone familiar or someone new and unexpected. You never know the difference it could make.","Over one million older people say they go more than a month without speaking to a friend, neighbour or family member. Small acts of kindness can create a huge difference.",Read,UK,,,,,,All,All,All,https://www.sciencedirect.com/science/article/pii/S1877042814003140,,Careline,Charity,https://www.careline.co.uk/elderly-neighbours/,Online,N/A,Free,No,None,,,4.6,https://uk.trustpilot.com/review/www.careline.co.uk,N/A,Annual,Gap,Community Access Network,Charity,https://www.communityaccessnetwork.org/ways-to-check-in-on-your-neighbors/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Be More Us,Charity,https://bemoreus.org.uk/five-ways-to-check-in-with-the-people-around-you/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,BBC Food,Company,https://www.bbc.co.uk/food/casserole,Online,N/A,Free,No,None,,,1.2,https://uk.trustpilot.com/review/www.bbc.co.uk,N/A,Annual,
Community,Expand,Middle circle,2,,Maintenance,,,357,,Neighbourly chat,Spend some time checking in on your neighbours.,Commit to spending time checking in on your neighbours a couple of times a week and create a habit of being there for your neighbours.,,Sign me up,UK,2 times a week,3 months,24,The Campaign to End Loneliness.,https://bemoreus.org.uk/five-ways-to-check-in-with-the-people-around-you/,All,All,All,https://www.sciencedirect.com/science/article/pii/S1877042814003140,,The Campaign to End Loneliness.,Charity,https://bemoreus.org.uk/five-ways-to-check-in-with-the-people-around-you/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Outer circle,3,2,Development,"F&F,Social media",Y,358,359,Join social media,Join social media and reconnect with old friends.,"Social networking websites are a great way to keep in touch with family and friends, follow public figures and organisations, and meet people with similar interests or hobbies.",Social media can pave a good way for networking with people far and wide. You can connect with anyone you want on these platforms and build contacts for your personal and professional life.,Read,UK,,,,,,40-99,All,All,https://guilfordjournals.com/doi/abs/10.1521/jscp.1993.12.1.25,,Age UK,Charity,https://www.ageuk.org.uk/information-advice/work-learning/technology-internet/using-social-media/,Online,N/A,Free,No,None,,,1.6,https://uk.trustpilot.com/review/ageuk.co.uk,N/A,Annual,Gap,NCSC,Government Dept,https://www.ncsc.gov.uk/guidance/social-media-how-to-use-it-safely,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/www.ncsc.gov.uk,N/A,Annual,Gap,SmartSocial.com,Content writer,https://smartsocial.com/post/using-social-media-responsibly,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Facebook,Company,https://www.facebook.com,Online,N/A,Free,??,None,,,1.2,https://uk.trustpilot.com/review/www.facebook.com,N/A,Annual,
Community,Expand,Outer circle,3,,Maintenance,,,359,,Use social media,Join a social media site.,Sign up to join a social media site and spend time weekly connecting with friends and family.,,Sign me up,UK,weekly,6 months,24,Facebook,https://www.facebook.com,60-99,All,All,https://guilfordjournals.com/doi/abs/10.1521/jscp.1993.12.1.25,,Facebook,Company,https://www.facebook.com,Online,N/A,Free,No,None,,,1.2,https://uk.trustpilot.com/review/www.facebook.com,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Middle circle,2,2,Development,"Hobby,Something New,Family history",Y,360,361,Family history, Explore your family's story with historical records.,"Using digitised historic records connect to people, both past and present, and visualise your family story in more detail than ever before. ","Knowing, recording, and preserving your family history directly impacts you, your family, by helping to develop a strong sense of who you really are. In discovering your family story, you create your own narratives about yourself helping to establish your unique, authentic core family identity.",Visit site,UK,,,,,,All,All,All,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315300030-20/ancestry-estimation-importance-history-practice-katherine-spradley-katherine-weisensee,,Ancestry,Company,https://click.linksynergy.com/deeplink?id=L8N3em0sP4o&mid=50140&murl=https://www.ancestry.co.uk/,Online,N/A,Paid,Approved,Rakuten,,,3.9,https://uk.trustpilot.com/review/www.ancestry.co.uk,N/A,Annual,Gap,Heritage Consulting,Company,https://www.heritageconsulting.com/5-benefits-of-understanding-your-ancestry/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,The Geneology Guide,Company,https://thegenealogyguide.com/20-reasons-why-is-genealogy-important,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Ancestry,Company,https://click.linksynergy.com/deeplink?id=L8N3em0sP4o&mid=50140&murl=https://www.ancestry.co.uk/,Online,N/A,Paid,Approved,Rakuten,,,3.9,https://uk.trustpilot.com/review/www.ancestry.co.uk,N/A,Annual,
Community,Expand,Middle circle,2,,Maintenance,,,361,,Family tree,Start building your family tree.,"Spend regular time discovering your family story and find out the what, where, and who of how it all leads to you.",,Sign me up,UK,weekly,6 months,24,Ancestry,https://click.linksynergy.com/deeplink?id=L8N3em0sP4o&mid=50140&murl=https://www.ancestry.co.uk/,All,All,All,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315300030-20/ancestry-estimation-importance-history-practice-katherine-spradley-katherine-weisensee,,Ancestry,Company,https://click.linksynergy.com/deeplink?id=L8N3em0sP4o&mid=50140&murl=https://www.ancestry.co.uk/,Online,N/A,Paid,Approved,Rakuten,,,3.9,https://uk.trustpilot.com/review/www.ancestry.co.uk,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Outer circle,3,2,Development,"Outdoors,Gardening",Y,362,363,Plan a garden,Help on how to choose what to grow in your garden.,"It makes sense to try and grow what you like to eat and what lifestyle choices, but this needs to be looked at in terms of what is possible to grow. Learn about choosing what to grow.","Did you know that gardening can also play an important role in happiness and mental wellbeing? The health benefits of gardening are many, from reducing stress and depression to even boosting your immune system.",Read,UK,,,,,,All,All,All,https://docs.google.com/forms/d/e/1FAIpQLSe2WVnLOqvsmEueG0W5g_ldZyIhNNJEGHh87roXRey6LIVqNw/formResponse,,RHS,Charity,https://www.rhs.org.uk/Advice/Beginners-Guide/Allotment-basics/Choose-your-crops,Online,N/A,Free,No,None,,,2.2,https://uk.trustpilot.com/review/rhs.org.uk,N/A,Annual,Gap,Gardeners Club,Company,https://www.gardeners-club.co.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Gardener's World,Content writer,https://www.gardenersworld.com/how-to/grow-plants/allotment-year-planner/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,DIY garden,Content writer,https://diygarden.co.uk/gardening/starting-an-allotment,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Expand,Outer circle,3,,Maintenance,,,363,,Plant your garden,Choose the best plants for your garden and get growing.,Make time for gardening daily for the next month to really form the habit and make the most out of gardening.,,Sign me up,UK,daily,1 month,28,DIY garden,https://diygarden.co.uk/gardening/starting-an-allotment,All,All,All,https://docs.google.com/forms/d/e/1FAIpQLSe2WVnLOqvsmEueG0W5g_ldZyIhNNJEGHh87roXRey6LIVqNw/formResponse,,DIY Garden,Content writer,https://diygarden.co.uk/gardening/starting-an-allotment,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,2,Development,"F&F,Something New,Relax,Virtual activities,Staying in",Y,364,365,Staying in ideas,Fun ideas for a great night in.,"Post-pandemic, we are all bit more used to staying in, why not try one of these ideas to mix it up a bit.","Is there anything more enjoyable than playing games with friends? Not only is it a fun way to socialise, but research shows that it also has numerous health benefits. From improving cognitive function to reducing stress levels, playing games with friends can help you stay healthy and happy.",Read,UK,,,,,,0-59,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,You Magazine,Content writer,https://www.you.co.uk/night-in-ideas/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Cold Case Inc,Company,https://www.awin1.com/cread.php?awinmid=46005&awinaffid=1198638&ued=https%3A%2F%2Fcoldcaseinc.com%2F,Online,N/A,Paid,No,AWIN=46005,,,N/A,N/A,N/A,Quarterly,Gap,Clever Girl Finance,Content writer,https://www.clevergirlfinance.com/blog/family-night-ideas/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Mindfulmazing,Content writer,https://www.mindfulmazing.com/45-fun-family-night-ideas-the-entire-family-will-love/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Belong,Inner circle,1,,Maintenance,,,365,,Staying in,Plan a fun night in with friends or family.,Set aside time to have a fun night in with friends or family on a monthly basis and strengthen connections in a new way.,,Sign me up,UK,monthly,6 months,6,Mindfulmazing,https://www.mindfulmazing.com/45-fun-family-night-ideas-the-entire-family-will-love/,0-59,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,Mindfulmazing,Content writer,https://www.mindfulmazing.com/45-fun-family-night-ideas-the-entire-family-will-love/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,2,Development,"F&F,Eating together",Y,366,367,Cook for the family,Easy family friendly dinner ideas.,"Keep everyone happy with these easy family friendly dinner ideas. There's pasta, of course, but also plenty of easy bakes and crunchy breaded goodies.","By eating meals together we practice gratitude. While sharing and enjoying a tasty meal with those who are the closest to you, you feel happy and more content as well as help to foster a sense of security and belonging, and even alleviate depression.",Visit site,UK,,,,,,All,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,BBC,Company,https://www.bbc.co.uk/food/collections/family_friendly_dinner,Online,N/A,Free,No,None,,,1.2,https://uk.trustpilot.com/review/www.bbc.co.uk,N/A,Annual,Gap,Jamie Oliver,Company,https://www.jamieoliver.com/family/,Online,N/A,Free,No,None,,,1.4,https://uk.trustpilot.com/review/www.jamieoliver.com,N/A,Annual,Gap,Team Building With Taste,Content writer,https://www.teambuildingwithtaste.com/why-family-cooking-together-matters/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Gousto,Company,https://www.awin1.com/cread.php?awinmid=5070&awinaffid=1198638&ued=https%3A%2F%2Fwww.gousto.co.uk%2F,Online,N/A,Paid,Approved,AWIN=5070,,,4.1,https://uk.trustpilot.com/review/gousto.co.uk,N/A,Yearly,
Community,Belong,Inner circle,1,,Maintenance,,,367,,Meals together,Cook an easy family friendly dinner.,Set aside time once a week to spend time your family by cooking a meal that you can all share together and start forming a habit of spending quality time with loved ones.,,Sign me up,UK,weekly,6 months,24,BBC,https://www.bbc.co.uk/food/occasions/easy_family_dinners,All,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,BBC,Company,https://www.bbc.co.uk/food/occasions/easy_family_dinners,Online,N/A,Free,No,None,,,1.2,https://uk.trustpilot.com/review/www.bbc.co.uk,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,3,Development,"F&F,Eating together",Y,368,369,Eating together,Cook for your younger family members.,"There's mountains of research about the social emotional and intellectual benefits of the family dinner, so cook a few extra spuds and invite the grandchildren round.","By eating meals together we practice gratitude. While sharing and enjoying a tasty meal with those who are the closest to you, you feel happy and more content as well as help to foster a sense of security and belonging, and even alleviate depression across generations.",Read,UK,,,,,,40-99,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,The Family Dinner Project,Content writer,https://thefamilydinnerproject.org/blog/family-blog/how-grandparents-can-help-with-family-dinner/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,RealFoodHub,Company,https://www.awin1.com/cread.php?awinmid=20241&awinaffid=1198638&ued=https%3A%2F%2Fwww.realfoodhub.co.uk%2F,Online,N/A,Free,Approved,AWIN=20241,,,N/A,N/A,N/A,Quarterly,Gap,LivingBetter50.com,Content writer,https://www.livingbetter50.com/easy-meals-grandkids-will-love/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Taste of Home,Content writer,https://www.tasteofhome.com/collection/grandkid-approved-recipes/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Belong,Inner circle,1,,Maintenance,,,369,,Meals together,Plan meals to cook for your younger family members.,Set aside time once a month to spend time with your grandchildren by cooking a meal that you can share together and start forming this habit across generations!,,Sign me up,UK,every 2 weeks,6 months,12,Taste of Home,https://www.tasteofhome.com/collection/grandkid-approved-recipes/,60-99,All,All,https://link.springer.com/referenceworkentry/10.1007/978-3-030-14504-0_27,,Taste of Home,Content writer,https://www.tasteofhome.com/collection/grandkid-approved-recipes/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Inner circle,1,2,Development,,,370,371,Carer wellbeing,Learn about managing your wellbeing while caring for others.,Help in understanding how to manage your own wellbeing when caring for someone else. Get information and tips on looking after your mental health and finding support.,"Looking after yourself is a really important part of caring for someone else. It will help you to feel happier and healthier, which will help you to cope better with your caring responsibilities.",Read,UK,,,,,,All,All,All,https://search.informit.org/doi/abs/10.3316/ielapa.396329966466069,,Mind,Charity,https://www.mind.org.uk/information-support/helping-someone-else/carers-friends-family-coping-support/am-i-a-carer/,Online,N/A,Free,No,None,,,2.6,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Annual,Gap,Citizens Advice,Charity,https://www.citizensadvice.org.uk/family/looking-after-people/carers-help-and-support/,Online,N/A,Free,No,None,,,1.6,https://uk.trustpilot.com/review/www.citizensadvice.org.uk,N/A,Annual,Gap,Carers UK,Charity,https://www.carersuk.org/about-us/our-support-for-carers/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,CAREinMIND,Company,https://careinmind.com.au/blog/7-self-care-strategies-for-carers/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Belong,Inner circle,1,,Maintenance,,,371,,Carer wellbeing,Manage your own wellbeing while caring for someone else.,Set aside time daily to take care of your own mental health to form a habit of caring for yourself while caring for someone else.,,Sign me up,UK,daily,1 month,28,CAREinMIND,https://careinmind.com.au/blog/7-self-care-strategies-for-carers/,All,All,All,https://search.informit.org/doi/abs/10.3316/ielapa.396329966466069,,CAREinMIND,Company,https://careinmind.com.au/blog/7-self-care-strategies-for-carers/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Social/community engagement,4,3,Development,,,372,373,Peer support,Learn about men's peer support groups across the UK.,"Learn about peer support and how it can help you in a judgment-free, confidential space to be open about the storms in your life.","When facing a mental health issue, it's normal to feel alone or afraid to ask for help. That’s why having a good support network is incredibly important and has the potential to increase your confidence, mood and wellbeing and ultimately your health.",Read,UK,,,,,,0-49,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Mind,Charity,https://www.mind.org.uk/information-support/drugs-and-treatments/peer-support/about-peer-support/,Online,N/A,Free,No,None,,,2.6,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Annual,Gap,Mental Health,Charity,https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/peer-support,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,NHS,Government Dept,https://www.england.nhs.uk/personalisedcare/supported-self-management/peer-support/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,gap,ANDYSMANCLUB,Supporngty,https://andysmanclub.co.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Belong,Social/community engagement,4,,Maintenance,,,373,,Peer support,Attend men's peer-to-peer support groups across the UK.,"Sign up to Andy's Man Club, it is a judgment-free, confidential space where men can be open about the storms in their lives, through weekly, free-to-attend peer-to-peer support groups.",,Sign me up,UK,weekly,6 months,24,Andys Manclub,https://andysmanclub.co.uk/,0-49,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,ANDYSMANCLUB,Charity,https://andysmanclub.co.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Social/community engagement,4,3,Development,,,374,375,Join a shed,Learn about men's peer support groups across the UK.,Learn about peer support and how it can provide a social connection whilst pursuing shared practical interests.,"When facing a difficult time in your life, it's normal to feel alone and struggle to ask for help. That’s why having a good support network is incredibly important and has the potential to increase your confidence, mood and wellbeing and ultimately your health.",Read,UK,,,,,,50-99,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Mind,Charity,https://www.mind.org.uk/information-support/drugs-and-treatments/peer-support/about-peer-support/,Online,N/A,Free,No,None,,,2.6,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Annual,Gap,Mental Health,Charity,https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/peer-support,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,NHS,Government Dept,https://www.england.nhs.uk/personalisedcare/supported-self-management/peer-support/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,gap,,,,,,,,,,,,,,,
Community,Belong,Social/community engagement,4,,Maintenance,,,375,,Join a shed,Men's Shed are a place for men to meet.,"Sign up to Men’s Sheds, a place to pursue practical interests, to practice skills and enjoy making and mending weekly, to build a habit, whilst making social connections and build friendships.",,Sign me up,UK,weekly,6 months,24,Men in Sheds,https://menssheds.org.uk/,50-99,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Men's Sheds,Charity,https://menssheds.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Belong,Social/community engagement,4,3,Development,,,376,377,Find peer support,Learn about peer support to support your mental health.,"Learn about peer support and how it can help you in a judgment-free, confidential space to be open about your mental health.","When facing a mental health crisis, it's normal to feel alone or afraid to ask for help. That’s why having a good support network is incredibly important and has the potential to increase your confidence, mood and wellbeing and ultimately your health.",Read,UK,,,,,,All,All,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Mind,Charity,https://www.mind.org.uk/information-support/drugs-and-treatments/peer-support/about-peer-support/,Online,N/A,Free,No,None,,,2.6,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Annual,Gap,Mental Health,Charity,https://www.mentalhealth.org.uk/explore-mental-health/a-z-topics/peer-support,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,NHS,Government Dept,https://www.england.nhs.uk/personalisedcare/supported-self-management/peer-support/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,gap,,,,,,,,,,,,,,,
Community,Belong,Social/community engagement,4,,Maintenance,,,377,,Find peer support,"During tough times, find peer support that suits you.","Whether you would prefer online, phone calls or in person, find peer to peer support that suits you. Attending weekly will form a habit of getting the support you need when times are hard.",,Sign me up,UK,weekly,6 months,24,Mind,https://www.mind.org.uk/information-support/drugs-and-treatments/peer-support/finding-peer-support/,All,All,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Mind,Charity,https://www.mind.org.uk/information-support/drugs-and-treatments/peer-support/finding-peer-support/,Online,N/A,Free,No,None,,,2.6,https://uk.trustpilot.com/review/www.mind.org.uk,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,3,Development,"Hobby,Something New,Outdoors,Petsitting",Y,378,379,Borrow a doggy,Connect with dog owners and borrow their dog for walks.,"BorrowMyDoggy, or other platforms, connects people who don't own a dog with dog owners to help look after their dog, for walks, weekend, and holidays.","Spending time with a dog can greatly improve your mood, thereby helping you to have a more positive perspective. This can help create healthier relationships, improved productivity, and a significant improvement in your overall wellbeing as well as reducing stress.",Join up,UK,,,,,,All,All,All,https://link.springer.com/article/10.1007/s11205-007-9142-2,,Borrowmydoggy,Company,https://www.borrowmydoggy.com/#home__why,Online,N/A,Free,No,None,,,3.9,https://uk.trustpilot.com/review/borrowmydoggy.com,N/A,Annual,Gap,Rover,Company,https://www.rover.com/uk/become-a-sitter/,Online,N/A,Free,No,None,,,4.6,https://uk.trustpilot.com/review/rover.com,N/A,Annual,Gap,Trusted Housesitters,Company,https://www.trustedhousesitters.com,Online,N/A,Paid,Yes(nsu),Direct,,,4.5,https://uk.trustpilot.com/review/www.trustedhousesitters.com,N/A,Annual,gap,RSPCA,Charity,https://www.rspca.org.uk/-/blog_a_guide_to_voluntary_dog_walking,Online,N/A,Free,No,None,,,2.1,https://uk.trustpilot.com/review/www.rspca.org.uk,N/A,Annual,
Community,Expand,Social/community engagement,4,,Maintenance,,,379,,Borrow a doggy,Connect with dog owners and borrow their dog for walks.,Find the perfect part time pooch and connect for weekly dog walks to create a great stress busting habit.,,Sign me up,UK,weekly,6 months,24,RSPCA,https://www.rspca.org.uk/-/blog_a_guide_to_voluntary_dog_walking,All,All,All,https://link.springer.com/article/10.1007/s11205-007-9142-2,,RSPCA,Charity,https://www.rspca.org.uk/-/blog_a_guide_to_voluntary_dog_walking,Online,N/A,Free,No,None,,,2.1,https://uk.trustpilot.com/review/www.rspca.org.uk,N/A,Annual,Gap,,,,,,,,,,,,,,,Gap,,,,,,,,,,,,,,,gap,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,2,Development,"Hobby,Something New",Y,380,381,Tread the boards,Learn about taking part in amateur theatre.,"Discover information and listings for amateur theatrical groups, schools, societies, choirs, troupes and clubs in your local area.","Taking part in amateur theatre, is a fun way to meet new people, form connections and have fun while helping to build your confidence and communication and public speaking skills.",Visit site,UK,,,,,,All,All,All,https://link.springer.com/article/10.1186/s12889-019-8109-y,,Noda,Company,https://www.noda.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,Amdram,Company,https://amdram.community/groups,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,Gap,NDFA,Company,https://ndfa.co.uk/national-drama-festival/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,gap,Drama Groups,Company,https://dramagroups.com/DGlocategroup.htm,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
